Purge cycle	 1 	Cycles
Measurement Time	12.0	h
 	
Start Date/Time	02-07-2024 18:39:00
Initial Pressure	 9 	mTorr
Last Pressure	 63 	mTorr
Rising Rate	4.50	mTorr/h
 	
Time (min)	Pressure (mTorr)
 0 	 9 
 1 	 9 
 2 	 9 
 3 	 9 
 4 	 9 
 5 	 9 
 6 	 9 
 7 	 9 
 8 	 9 
 9 	 9 
 10 	 9 
 11 	 9 
 12 	 10 
 13 	 10 
 14 	 10 
 15 	 10 
 16 	 10 
 17 	 10 
 18 	 10 
 19 	 10 
 20 	 10 
 21 	 10 
 22 	 10 
 23 	 10 
 24 	 10 
 25 	 10 
 26 	 10 
 27 	 10 
 28 	 10 
 29 	 10 
 30 	 10 
 31 	 10 
 32 	 10 
 33 	 10 
 34 	 10 
 35 	 11 
 36 	 11 
 37 	 11 
 38 	 11 
 39 	 11 
 40 	 11 
 41 	 11 
 42 	 11 
 43 	 11 
 44 	 11 
 45 	 11 
 46 	 11 
 47 	 11 
 48 	 11 
 49 	 11 
 50 	 11 
 51 	 11 
 52 	 11 
 53 	 11 
 54 	 11 
 55 	 12 
 56 	 12 
 57 	 12 
 58 	 12 
 59 	 12 
 60 	 12 
 61 	 12 
 62 	 12 
 63 	 12 
 64 	 12 
 65 	 12 
 66 	 12 
 67 	 12 
 68 	 12 
 69 	 12 
 70 	 13 
 71 	 13 
 72 	 13 
 73 	 13 
 74 	 13 
 75 	 13 
 76 	 13 
 77 	 13 
 78 	 13 
 79 	 13 
 80 	 13 
 81 	 13 
 82 	 13 
 83 	 13 
 84 	 13 
 85 	 13 
 86 	 13 
 87 	 13 
 88 	 13 
 89 	 13 
 90 	 13 
 91 	 14 
 92 	 14 
 93 	 14 
 94 	 14 
 95 	 14 
 96 	 14 
 97 	 14 
 98 	 14 
 99 	 14 
 100 	 14 
 101 	 14 
 102 	 14 
 103 	 14 
 104 	 14 
 105 	 14 
 106 	 15 
 107 	 15 
 108 	 15 
 109 	 15 
 110 	 15 
 111 	 15 
 112 	 15 
 113 	 15 
 114 	 15 
 115 	 15 
 116 	 16 
 117 	 16 
 118 	 16 
 119 	 16 
 120 	 16 
 121 	 16 
 122 	 16 
 123 	 16 
 124 	 16 
 125 	 16 
 126 	 16 
 127 	 16 
 128 	 16 
 129 	 16 
 130 	 16 
 131 	 16 
 132 	 16 
 133 	 17 
 134 	 17 
 135 	 17 
 136 	 17 
 137 	 17 
 138 	 17 
 139 	 17 
 140 	 17 
 141 	 17 
 142 	 17 
 143 	 17 
 144 	 17 
 145 	 17 
 146 	 17 
 147 	 17 
 148 	 17 
 149 	 17 
 150 	 18 
 151 	 18 
 152 	 18 
 153 	 18 
 154 	 18 
 155 	 18 
 156 	 18 
 157 	 18 
 158 	 18 
 159 	 18 
 160 	 19 
 161 	 18 
 162 	 19 
 163 	 19 
 164 	 19 
 165 	 19 
 166 	 19 
 167 	 19 
 168 	 19 
 169 	 19 
 170 	 19 
 171 	 19 
 172 	 19 
 173 	 19 
 174 	 20 
 175 	 20 
 176 	 20 
 177 	 20 
 178 	 20 
 179 	 20 
 180 	 20 
 181 	 20 
 182 	 20 
 183 	 21 
 184 	 21 
 185 	 21 
 186 	 21 
 187 	 21 
 188 	 21 
 189 	 21 
 190 	 21 
 191 	 21 
 192 	 21 
 193 	 21 
 194 	 21 
 195 	 21 
 196 	 21 
 197 	 21 
 198 	 21 
 199 	 21 
 200 	 21 
 201 	 22 
 202 	 22 
 203 	 22 
 204 	 22 
 205 	 22 
 206 	 22 
 207 	 22 
 208 	 22 
 209 	 22 
 210 	 22 
 211 	 22 
 212 	 22 
 213 	 23 
 214 	 23 
 215 	 23 
 216 	 23 
 217 	 23 
 218 	 23 
 219 	 23 
 220 	 23 
 221 	 23 
 222 	 23 
 223 	 23 
 224 	 24 
 225 	 24 
 226 	 24 
 227 	 24 
 228 	 24 
 229 	 24 
 230 	 24 
 231 	 24 
 232 	 24 
 233 	 24 
 234 	 24 
 235 	 24 
 236 	 24 
 237 	 24 
 238 	 24 
 239 	 24 
 240 	 24 
 241 	 24 
 242 	 25 
 243 	 25 
 244 	 25 
 245 	 25 
 246 	 25 
 247 	 25 
 248 	 25 
 249 	 25 
 250 	 25 
 251 	 25 
 252 	 25 
 253 	 26 
 254 	 26 
 255 	 26 
 256 	 26 
 257 	 26 
 258 	 26 
 259 	 26 
 260 	 26 
 261 	 26 
 262 	 26 
 263 	 26 
 264 	 26 
 265 	 27 
 266 	 27 
 267 	 27 
 268 	 27 
 269 	 27 
 270 	 27 
 271 	 27 
 272 	 27 
 273 	 27 
 274 	 27 
 275 	 27 
